Symbol,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade
JINDALPHOT.NS,18,5,12,1,17,29.411764705882355,-2.274751662858446,-2.274751662858446,6.944444444444445,3.4,0.0,2.75,80.0,80.0,100.0,-0.3275642394516162,52.71,C
AZAD.NS,9,3,6,0,9,33.33333333333333,0.7629744753378828,0.7629744753378828,6.666666666666667,14.666666666666666,8.0,2.3333333333333335,33.33333333333333,66.66666666666666,66.66666666666666,0.11444617130068241,52.69,C
JSL.NS,14,7,6,1,13,53.84615384615385,4.05849287302516,4.05849287302516,18.214285714285715,20.857142857142858,27.0,7.833333333333333,28.57142857142857,42.857142857142854,42.857142857142854,0.22281921655824405,52.67,C
AXISBANK.NS,8,2,4,2,6,33.33333333333333,-1.3879687549301045,-1.3879687549301045,21.125,6.0,6.0,9.25,50.0,100.0,100.0,-0.06570266295527122,52.66,C
INSECTICID.NS,8,3,4,1,7,42.857142857142854,-1.702616810638051,-1.702616810638051,19.0,13.0,8.0,12.25,33.33333333333333,66.66666666666666,66.66666666666666,-0.08961141108621322,52.65,C
ZENTEC.NS,19,5,14,0,19,26.31578947368421,-2.8325953384334204,-2.8325953384334204,6.947368421052632,4.2,4.0,7.5,80.0,100.0,100.0,-0.40772205628965896,52.6,C
NACLIND.NS,11,3,8,0,11,27.27272727272727,-2.4493672680482406,-2.4493672680482406,1.9090909090909092,1.0,1.0,1.5,100.0,100.0,100.0,-1.283001902310983,52.58,C
APCOTEXIND.NS,8,2,5,1,7,28.57142857142857,-0.2870420609715838,-0.2870420609715838,16.375,5.5,5.5,11.6,50.0,100.0,100.0,-0.01752928616620359,52.48,C
OBEROIRLTY.NS,11,3,7,1,10,30.0,-1.097218675571189,-1.097218675571189,13.818181818181818,10.666666666666666,5.0,8.0,66.66666666666666,66.66666666666666,66.66666666666666,-0.07940398310054657,52.45,C
SHRIRAMPPS.NS,6,1,4,1,5,20.0,-0.10526275652556209,-0.10526275652556209,20.666666666666668,0.0,0.0,15.25,100.0,100.0,100.0,-0.005093359186720746,52.34,C
WABAG.NS,11,3,7,1,10,30.0,0.7471449974412462,0.7471449974412462,10.909090909090908,11.0,9.0,3.0,33.33333333333333,66.66666666666666,100.0,0.06848829143211424,52.33,C
PRECWIRE.NS,19,6,12,1,18,33.33333333333333,-1.8686805799328627,-1.8686805799328627,9.157894736842104,9.0,6.5,4.25,50.0,83.33333333333334,83.33333333333334,-0.20405132769381837,52.25,C
JINDRILL.NS,11,3,7,1,10,30.0,-1.2256856046262805,-1.2256856046262805,12.454545454545455,16.666666666666668,3.0,2.857142857142857,66.66666666666666,66.66666666666666,66.66666666666666,-0.0984127127802123,52.25,C
STARCEMENT.NS,13,3,10,0,13,23.076923076923077,-1.587377956395592,-1.587377956395592,4.461538461538462,2.6666666666666665,2.0,4.3,66.66666666666666,100.0,100.0,-0.3557916109162534,52.25,C
IMFA.NS,12,4,7,1,11,36.36363636363637,2.646942856300543,2.646942856300543,13.666666666666666,10.5,10.5,8.285714285714286,25.0,50.0,100.0,0.19367874558296658,52.18,C
XPROINDIA.NS,12,3,8,1,11,27.27272727272727,-0.7838357259493351,-0.7838357259493351,13.5,5.333333333333333,7.0,10.125,33.33333333333333,100.0,100.0,-0.05806190562587668,52.18,C
RPPINFRA.NS,6,2,3,1,5,40.0,-0.21075240740993242,-0.21075240740993242,17.5,9.5,9.5,8.333333333333334,50.0,50.0,100.0,-0.012042994709138995,52.17,C
VOLTAMP.NS,13,3,10,0,13,23.076923076923077,-1.6632363915271542,-1.6632363915271542,3.8461538461538463,5.0,5.0,2.8,66.66666666666666,100.0,100.0,-0.43244146179706006,52.13,C
JSWENERGY.NS,9,4,5,0,9,44.44444444444444,1.1758120522741018,1.1758120522741018,15.555555555555555,22.75,11.5,9.8,0.0,50.0,75.0,0.07558791764619226,52.11,C
DYCL.NS,16,3,11,2,14,21.428571428571427,-1.896341079117895,-1.896341079117895,10.3125,3.0,3.0,2.1818181818181817,100.0,100.0,100.0,-0.1838876197932504,52.11,C
AARON.NS,16,4,12,0,16,25.0,-2.8221272237590416,-2.8221272237590416,5.5625,0.75,1.0,6.666666666666667,100.0,100.0,100.0,-0.5073487143836479,52.09,C
AMBUJACEM.NS,7,2,3,2,5,40.0,-0.28667901098949716,-0.28667901098949716,29.428571428571427,9.5,9.5,21.666666666666668,0.0,50.0,100.0,-0.009741519790905245,52.05,C
MANORAMA.NS,12,5,7,0,12,41.66666666666667,3.111316260851643,3.111316260851643,7.166666666666667,14.2,15.0,1.7142857142857142,20.0,20.0,100.0,0.4341371526769734,52.03,C
RADICO.NS,13,4,6,3,10,40.0,1.6196141422482018,1.6196141422482018,22.23076923076923,14.25,13.5,8.166666666666666,0.0,50.0,75.0,0.07285461539524783,52.03,C
DELTAMAGNT.NS,8,3,5,0,8,37.5,-4.787023466546543,-4.787023466546543,5.625,2.0,2.0,7.6,100.0,100.0,100.0,-0.8510263940527187,52.02,C
BFUTILITIE.NS,8,2,5,1,7,28.57142857142857,-2.5008667549819297,-2.5008667549819297,12.5,4.5,4.5,5.6,50.0,100.0,100.0,-0.20006934039855437,52.02,C
POLYCAB.NS,15,7,7,1,14,50.0,2.297613710458555,2.297613710458555,21.533333333333335,20.714285714285715,16.0,16.428571428571427,14.285714285714285,28.57142857142857,57.14285714285714,0.1067003271110784,51.95,C
CGPOWER.NS,14,6,8,0,14,42.857142857142854,1.865906585546138,1.865906585546138,10.857142857142858,18.0,13.0,5.0,33.33333333333333,33.33333333333333,83.33333333333334,0.17185981708977588,51.89,C
HGINFRA.NS,7,1,5,1,6,16.666666666666664,0.4604336145469243,0.4604336145469243,12.571428571428571,0.0,0.0,4.2,100.0,100.0,100.0,0.036625401157141704,51.89,C
THANGAMAYL.NS,17,5,12,0,17,29.411764705882355,0.38647846637353545,0.38647846637353545,6.882352941176471,11.0,6.0,4.416666666666667,40.0,60.0,80.0,0.05615499084059916,51.87,C
CHALET.NS,19,4,14,1,18,22.22222222222222,-2.248977765289703,-2.248977765289703,6.157894736842105,4.5,4.0,2.0714285714285716,50.0,100.0,100.0,-0.3652186114573022,51.87,C
DJML.NS,8,2,6,0,8,25.0,-1.6981004545086749,-1.6981004545086749,8.5,4.5,4.5,9.5,50.0,100.0,100.0,-0.1997765240598441,51.85,C
SOTL.NS,6,2,2,2,4,50.0,5.291814745761223,5.291814745761223,29.5,16.0,16.0,11.5,0.0,0.0,100.0,0.17938355070377027,51.77,C
WIPL.NS,11,2,8,1,10,20.0,-1.1123424528907175,-1.1123424528907175,10.545454545454545,5.0,5.0,5.125,50.0,100.0,100.0,-0.1054807498430853,51.76,C
ADANIPOWER.NS,13,3,8,2,11,27.27272727272727,-0.8575427571582778,-0.8575427571582778,12.923076923076923,8.666666666666666,5.0,1.875,66.66666666666666,66.66666666666666,100.0,-0.0663574752562953,51.74,C
ARCHIDPLY.NS,11,3,8,0,11,27.27272727272727,-2.9863338861007196,-2.9863338861007196,4.636363636363637,2.0,1.0,5.0,100.0,100.0,100.0,-0.6441112303354493,51.74,C
VESUVIUS.NS,18,5,12,1,17,29.411764705882355,0.27163281286023144,0.27163281286023144,9.222222222222221,15.6,10.0,1.75,20.0,60.0,80.0,0.02945416043062751,51.69,C
ABSLAMC.NS,8,2,4,2,6,33.33333333333333,1.1804646592955619,1.1804646592955619,19.25,8.5,8.5,3.0,50.0,50.0,100.0,0.06132283944392529,51.68,C
SHARDACROP.NS,9,3,5,1,8,37.5,3.7372329284730657,3.7372329284730657,18.333333333333332,22.666666666666668,11.0,6.4,0.0,33.33333333333333,66.66666666666666,0.2038490688258036,51.67,C
VIKASLIFE.NS,6,2,4,0,6,33.33333333333333,-3.9828312431260513,-3.9828312431260513,1.6666666666666667,3.0,3.0,0.5,100.0,100.0,100.0,-2.3896987458756307,51.61,C
CARYSIL.NS,8,2,5,1,7,28.57142857142857,-0.8518915316053585,-0.8518915316053585,17.375,6.5,6.5,12.8,50.0,100.0,100.0,-0.049029728437718474,51.6,C
TCPLPACK.NS,19,4,15,0,19,21.052631578947366,-2.1320900787257555,-2.1320900787257555,1.7894736842105263,4.25,4.0,0.26666666666666666,75.0,100.0,100.0,-1.191462102817334,51.59,C
AARTIPHARM.NS,18,6,12,0,18,33.33333333333333,-0.16948976557614134,-0.16948976557614134,5.777777777777778,7.833333333333333,7.0,4.166666666666667,50.0,50.0,100.0,-0.02933476711894754,51.57,C
GOLDIAM.NS,8,2,5,1,7,28.57142857142857,-2.791807312049071,-2.791807312049071,15.375,0.0,0.0,12.0,100.0,100.0,100.0,-0.18158096338530544,51.57,C
KOLTEPATIL.NS,12,3,8,1,11,27.27272727272727,-0.9628271248338732,-0.9628271248338732,11.916666666666666,12.333333333333334,5.0,5.125,66.66666666666666,66.66666666666666,66.66666666666666,-0.08079668180424111,51.57,C
BEDMUTHA.NS,9,3,6,0,9,33.33333333333333,-1.9165317394730539,-1.9165317394730539,9.333333333333334,12.666666666666666,2.0,7.0,66.66666666666666,66.66666666666666,66.66666666666666,-0.2053426863721129,51.51,C
MONTECARLO.NS,7,2,4,1,6,33.33333333333333,1.0616019395888294,1.0616019395888294,21.142857142857142,10.0,10.0,15.75,0.0,50.0,100.0,0.050210902548120315,51.49,C
SCHNEIDER.NS,20,7,12,1,19,36.84210526315789,1.2225632167470155,1.2225632167470155,11.7,16.571428571428573,14.0,4.0,28.57142857142857,42.857142857142854,71.42857142857143,0.10449258262795005,51.43,C
INTELLECT.NS,9,4,5,0,9,44.44444444444444,4.852186925567186,4.852186925567186,19.22222222222222,26.0,19.5,13.6,0.0,25.0,75.0,0.25242590942257037,51.36,C
INDRAMEDCO.NS,19,5,14,0,19,26.31578947368421,-0.4553855811540138,-0.4553855811540138,5.842105263157895,6.4,7.0,5.142857142857143,40.0,80.0,100.0,-0.07794888326059696,51.31,C
VGL.NS,16,4,11,1,15,26.666666666666668,-2.1959988771094445,-2.1959988771094445,8.9375,9.5,4.5,3.5454545454545454,50.0,75.0,75.0,-0.2457061680681896,51.24,C
GAIL.NS,10,2,7,1,9,22.22222222222222,-2.054807526793648,-2.054807526793648,8.3,2.5,2.5,2.2857142857142856,100.0,100.0,100.0,-0.24756717190284916,51.18,C
HONDAPOWER.NS,12,3,8,1,11,27.27272727272727,0.6995385031363567,0.6995385031363567,8.166666666666666,9.666666666666666,9.0,0.25,33.33333333333333,66.66666666666666,100.0,0.08565777589424776,51.17,C
MAGNUM.NS,10,3,7,0,10,30.0,-0.0012478618190923108,-0.0012478618190923108,6.0,8.0,6.0,4.571428571428571,33.33333333333333,66.66666666666666,100.0,-0.00020797696984871847,51.16,C
ACUTAAS.NS,13,3,8,2,11,27.27272727272727,-1.464607990857046,-1.464607990857046,12.923076923076923,6.0,6.0,3.0,33.33333333333333,100.0,100.0,-0.11333276119727141,51.12,C
CUMMINSIND.NS,10,4,5,1,9,44.44444444444444,1.4941986588045117,1.4941986588045117,14.4,17.0,13.5,3.0,25.0,25.0,75.0,0.10376379575031332,51.11,C
VAISHALI.NS,12,3,9,0,12,25.0,-2.8174315722142147,-2.8174315722142147,8.333333333333334,1.6666666666666667,1.0,9.88888888888889,100.0,100.0,100.0,-0.3380917886657057,51.1,C
RAINBOW.NS,13,3,9,1,12,25.0,-0.696991089936252,-0.696991089936252,9.384615384615385,5.333333333333333,4.0,4.444444444444445,66.66666666666666,66.66666666666666,100.0,-0.07426954237025636,51.08,C
ARE&M.NS,6,2,4,0,6,33.33333333333333,-2.4512738347550416,-2.4512738347550416,6.166666666666667,8.5,8.5,4.5,0.0,100.0,100.0,-0.39750386509541213,51.0,C
ARIHANTSUP.NS,11,4,7,0,11,36.36363636363637,1.885779509226878,1.885779509226878,8.909090909090908,14.75,13.5,5.0,0.0,50.0,75.0,0.21166912858669043,50.99,C
SHANTIGEAR.NS,11,3,7,1,10,30.0,-0.12002047462721324,-0.12002047462721324,13.181818181818182,14.0,10.0,5.285714285714286,33.33333333333333,66.66666666666666,66.66666666666666,-0.009105001523443764,50.98,C
JSWINFRA.NS,8,2,6,0,8,25.0,-2.256321516704799,-2.256321516704799,3.875,3.0,3.0,3.6666666666666665,100.0,100.0,100.0,-0.5822765204399482,50.97,C
GANGESSECU.NS,18,4,14,0,18,22.22222222222222,-2.832596585094302,-2.832596585094302,1.9444444444444444,3.75,3.5,0.5714285714285714,75.0,100.0,100.0,-1.4567639580484981,50.96,C
INCREDIBLE.NS,7,2,5,0,7,28.57142857142857,1.9289170254138028,1.9289170254138028,4.142857142857143,7.0,7.0,2.6,50.0,50.0,100.0,0.46560066130677996,50.94,C
DATAMATICS.NS,17,4,13,0,17,23.52941176470588,-3.189553669108725,-3.189553669108725,5.882352941176471,1.75,0.5,6.538461538461538,75.0,100.0,100.0,-0.5422241237484832,50.93,C
ABBOTINDIA.NS,9,3,5,1,8,37.5,-1.4349575945051227,-1.4349575945051227,12.444444444444445,9.0,6.0,4.6,33.33333333333333,66.66666666666666,100.0,-0.11530909241559022,50.92,C
DCI.NS,14,4,10,0,14,28.57142857142857,-3.878800719504251,-3.878800719504251,5.214285714285714,1.75,1.0,6.2,100.0,100.0,100.0,-0.7438795900419111,50.87,C
M&M.NS,21,8,12,1,20,40.0,0.3824857863009536,0.3824857863009536,12.523809523809524,15.75,15.0,6.25,37.5,37.5,75.0,0.030540690160912643,50.85,C
AMDIND.NS,7,2,5,0,7,28.57142857142857,-3.2844543426738,-3.2844543426738,13.0,3.0,3.0,16.4,100.0,100.0,100.0,-0.2526503340518308,50.8,C
TDPOWERSYS.NS,24,7,17,0,24,29.166666666666668,-0.7408763118400734,-0.7408763118400734,7.166666666666667,13.285714285714286,9.0,4.0588235294117645,28.57142857142857,57.14285714285714,71.42857142857143,-0.10337809002419629,50.72,C
ALLDIGI.NS,15,3,11,1,14,21.428571428571427,-2.7862523556249594,-2.7862523556249594,8.2,0.0,0.0,5.0,100.0,100.0,100.0,-0.3397868726371902,50.72,C
HINDCOPPER.NS,6,2,3,1,5,40.0,7.177536694746258,7.177536694746258,16.166666666666668,17.0,17.0,0.0,0.0,0.0,50.0,0.4439713419430675,50.71,C
BOROLTD.NS,8,1,4,3,5,20.0,-1.1437688912167596,-1.1437688912167596,23.25,0.0,0.0,0.0,100.0,100.0,100.0,-0.0491943609125488,50.71,C
MCLEODRUSS.NS,11,3,7,1,10,30.0,-2.2431130549547436,-2.2431130549547436,12.363636363636363,5.0,1.0,8.0,66.66666666666666,66.66666666666666,100.0,-0.18142826179781016,50.66,C
SWANCORP.NS,11,3,8,0,11,27.27272727272727,-1.5429750815148446,-1.5429750815148446,8.727272727272727,8.0,0.0,8.0,66.66666666666666,66.66666666666666,66.66666666666666,-0.17679922809024262,50.66,C
TNPL.NS,10,3,7,0,10,30.0,-0.38665381589958625,-0.38665381589958625,7.2,8.0,10.0,6.428571428571429,33.33333333333333,66.66666666666666,100.0,-0.053701918874942536,50.56,C
WEWIN.NS,13,4,9,0,13,30.76923076923077,-3.047534896989987,-3.047534896989987,8.461538461538462,9.0,2.5,7.666666666666667,75.0,75.0,75.0,-0.3601632150988166,50.55,C
JINDALSTEL.NS,16,4,11,1,15,26.666666666666668,-0.711819383386486,-0.711819383386486,13.625,6.75,6.5,11.454545454545455,50.0,75.0,100.0,-0.052243624468732916,50.55,C
WOCKPHARMA.NS,13,4,8,1,12,33.33333333333333,-0.18979700311990683,-0.18979700311990683,11.461538461538462,10.25,9.0,5.5,50.0,50.0,75.0,-0.016559470070864352,50.54,C
TATACOMM.NS,6,3,2,1,5,60.0,4.268560652864211,4.268560652864211,28.833333333333332,32.0,36.0,8.0,0.0,33.33333333333333,33.33333333333333,0.14804256599529056,50.5,C
ADFFOODS.NS,15,3,11,1,14,21.428571428571427,-2.9424618350647758,-2.9424618350647758,7.0,2.0,1.0,3.0,100.0,100.0,100.0,-0.4203516907235394,50.47,C
SHILPAMED.NS,7,2,3,2,5,40.0,6.368240101013351,6.368240101013351,24.571428571428573,23.0,23.0,1.6666666666666667,50.0,50.0,50.0,0.2591725622505433,50.45,C
SHYAMMETL.NS,9,5,4,0,9,55.55555555555556,4.292581102863006,4.292581102863006,18.22222222222222,28.8,22.0,4.75,20.0,20.0,40.0,0.2355684751571162,50.43,C
WILLAMAGOR.NS,17,4,13,0,17,23.52941176470588,-3.5082116053430354,-3.5082116053430354,5.588235294117647,0.5,0.5,6.3076923076923075,100.0,100.0,100.0,-0.6277852346403326,50.43,C
BLUECHIP.NS,11,5,6,0,11,45.45454545454545,2.3866558688229875,2.3866558688229875,21.454545454545453,22.8,20.0,20.0,0.0,40.0,60.0,0.11124243456378333,50.41,C
DONEAR.NS,13,3,10,0,13,23.076923076923077,-0.643214918287216,-0.643214918287216,5.6923076923076925,5.0,3.0,5.4,66.66666666666666,66.66666666666666,100.0,-0.11299721537478119,50.39,C
GILLETTE.NS,8,1,5,2,6,16.666666666666664,-0.5207780253279991,-0.5207780253279991,17.375,2.0,2.0,2.8,100.0,100.0,100.0,-0.029972835990100668,50.35,C
TARACHAND.NS,15,4,11,0,15,26.666666666666668,-2.782548674214613,-2.782548674214613,10.066666666666666,9.5,3.5,9.636363636363637,75.0,75.0,75.0,-0.276412119955094,50.32,C
MANINDS.NS,17,4,12,1,16,25.0,-2.368001783794594,-2.368001783794594,10.882352941176471,13.75,3.0,5.166666666666667,75.0,75.0,75.0,-0.21760016391626,50.3,C
POWERMECH.NS,13,5,7,1,12,41.66666666666667,0.7205391135245086,0.7205391135245086,18.384615384615383,18.0,11.0,12.0,40.0,40.0,60.0,0.03919250408292307,50.29,C
AUTOAXLES.NS,10,2,8,0,10,20.0,-2.0637324111594895,-2.0637324111594895,1.5,0.5,0.5,1.0,100.0,100.0,100.0,-1.3758216074396596,50.28,C
GRSE.NS,19,4,15,0,19,21.052631578947366,-1.3815884702598924,-1.3815884702598924,6.526315789473684,7.75,4.5,5.6,75.0,75.0,100.0,-0.21169500753982223,50.26,C
PROZONER.NS,13,4,9,0,13,30.76923076923077,-3.2461833013163375,-3.2461833013163375,10.307692307692308,15.5,1.5,7.222222222222222,75.0,75.0,75.0,-0.31492823072471926,50.24,C
VIMTALABS.NS,17,4,13,0,17,23.52941176470588,-2.0478147683031787,-2.0478147683031787,8.117647058823529,10.75,3.5,6.6923076923076925,50.0,75.0,75.0,-0.25226703667502925,50.21,C
MMFL.NS,9,2,7,0,9,22.22222222222222,-2.0389415870290666,-2.0389415870290666,6.888888888888889,3.5,3.5,7.285714285714286,50.0,100.0,100.0,-0.2959753916655096,50.2,C
UNICHEMLAB.NS,9,2,6,1,8,25.0,-2.766113043040311,-2.766113043040311,13.444444444444445,3.5,3.5,8.166666666666666,50.0,100.0,100.0,-0.2057439453501058,50.18,C
FIEMIND.NS,18,5,13,0,18,27.77777777777778,-0.29413929215271406,-0.29413929215271406,6.166666666666667,12.6,9.0,3.076923076923077,40.0,60.0,80.0,-0.04769826359233201,50.15,C
DEEPINDS.NS,25,5,20,0,25,20.0,-2.1771747908956316,-2.1771747908956316,5.04,7.4,4.0,3.7,60.0,80.0,80.0,-0.4319791251777047,50.1,C
KITEX.NS,10,2,7,1,9,22.22222222222222,-2.7921874993687794,-2.7921874993687794,11.2,1.5,1.5,6.285714285714286,100.0,100.0,100.0,-0.2493024553007839,50.03,C
CCL.NS,15,4,10,1,14,28.57142857142857,0.04137333400865965,0.04137333400865965,10.2,8.25,8.5,5.3,50.0,50.0,100.0,0.00405620921653526,49.99,C
BANCOINDIA.NS,11,5,6,0,11,45.45454545454545,4.645602443007098,4.645602443007098,11.090909090909092,21.0,23.0,2.0,40.0,40.0,40.0,0.41886579404162355,49.94,C
SBIN.NS,9,4,5,0,9,44.44444444444444,-0.21623171339044026,-0.21623171339044026,13.666666666666666,11.0,12.0,15.8,0.0,50.0,100.0,-0.015821832687105384,49.94,C
LGBBROSLTD.NS,13,4,9,0,13,30.76923076923077,0.0714631430499686,0.0714631430499686,7.230769230769231,17.25,9.0,2.2222222222222223,25.0,50.0,75.0,0.009883200634570126,49.92,C
MANGLMCEM.NS,6,2,4,0,6,33.33333333333333,2.607671582240095,2.607671582240095,12.0,12.5,12.5,11.5,0.0,50.0,100.0,0.21730596518667458,49.91,C
ICIL.NS,8,1,5,2,6,16.666666666666664,-0.8133162126779314,-0.8133162126779314,16.75,5.0,5.0,1.0,100.0,100.0,100.0,-0.04855619180166755,49.9,C
WENDT.NS,13,3,10,0,13,23.076923076923077,-0.9775694582393304,-0.9775694582393304,5.3076923076923075,10.333333333333334,0.0,2.8,66.66666666666666,66.66666666666666,66.66666666666666,-0.184179753001613,49.87,C
DYNAMATECH.NS,12,2,8,2,10,20.0,-0.4106613334424811,-0.4106613334424811,16.666666666666668,8.5,8.5,7.25,0.0,100.0,100.0,-0.024639680006548866,49.86,C
NAGREEKEXP.NS,8,2,6,0,8,25.0,-2.9920038879210287,-2.9920038879210287,8.625,4.5,4.5,9.666666666666666,50.0,100.0,100.0,-0.3468990014980903,49.82,C
CDSL.NS,13,4,9,0,13,30.76923076923077,0.002616129166098367,0.002616129166098367,11.076923076923077,13.5,6.5,9.444444444444445,50.0,50.0,75.0,0.00023617832749499147,49.81,C
ARTEMISMED.NS,20,4,15,1,19,21.052631578947366,-2.3171556426164504,-2.3171556426164504,6.15,11.0,2.0,0.2,75.0,75.0,75.0,-0.376773275222187,49.8,C
JKPAPER.NS,9,2,7,0,9,22.22222222222222,-2.3128104538686056,-2.3128104538686056,10.0,3.0,3.0,11.714285714285714,100.0,100.0,100.0,-0.23128104538686056,49.78,C
GULFOILLUB.NS,7,2,4,1,6,33.33333333333333,-0.05116918357361629,-0.05116918357361629,14.0,9.5,9.5,4.0,50.0,50.0,100.0,-0.003654941683829735,49.75,C
RANEHOLDIN.NS,13,4,9,0,13,30.76923076923077,-0.039155981279216226,-0.039155981279216226,9.153846153846153,10.75,7.0,7.888888888888889,50.0,50.0,75.0,-0.004277544173359756,49.75,C
TIIL.NS,16,4,12,0,16,25.0,0.7763957903504322,0.7763957903504322,6.3125,17.25,9.5,1.8333333333333333,50.0,50.0,75.0,0.12299339253076153,49.71,C
CREDITACC.NS,13,3,10,0,13,23.076923076923077,-3.2231026072464126,-3.2231026072464126,4.769230769230769,0.6666666666666666,0.0,5.2,100.0,100.0,100.0,-0.6758118370032801,49.69,C
UGARSUGAR.NS,6,3,3,0,6,50.0,6.304458726823698,6.304458726823698,21.0,38.0,54.0,3.3333333333333335,33.33333333333333,33.33333333333333,33.33333333333333,0.300212320324938,49.68,C
FOSECOIND.NS,16,3,12,1,15,20.0,-0.969099328487574,-0.969099328487574,8.1875,16.0,3.0,1.0833333333333333,66.66666666666666,66.66666666666666,66.66666666666666,-0.1183632767618411,49.65,C
ISGEC.NS,6,2,3,1,5,40.0,-1.8443497408722502,-1.8443497408722502,21.0,10.0,10.0,15.0,0.0,50.0,100.0,-0.08782617813677382,49.62,C
PNB.NS,6,3,2,1,5,60.0,5.826866424492889,5.826866424492889,29.833333333333332,38.333333333333336,31.0,0.0,0.0,0.0,0.0,0.19531395836289014,49.6,C
ALANKIT.NS,6,1,4,1,5,20.0,0.06250022942025124,0.06250022942025124,11.666666666666666,6.0,6.0,0.0,0.0,100.0,100.0,0.005357162521735821,49.6,C
SHRIRAMFIN.NS,13,5,8,0,13,38.46153846153847,1.0942491751974177,1.0942491751974177,9.846153846153847,16.2,15.0,5.5,20.0,40.0,80.0,0.11113468185598772,49.59,C
HPL.NS,14,3,10,1,13,23.076923076923077,-1.1656084539777163,-1.1656084539777163,11.428571428571429,6.666666666666667,5.0,7.5,66.66666666666666,66.66666666666666,100.0,-0.10199073972305017,49.58,C
KOTHARIPRO.NS,11,3,8,0,11,27.27272727272727,-4.374754742855461,-4.374754742855461,7.818181818181818,0.6666666666666666,1.0,9.875,100.0,100.0,100.0,-0.5595616531559311,49.57,C
FOODSIN.NS,8,3,5,0,8,37.5,2.3778153342551067,2.3778153342551067,4.875,11.333333333333334,12.0,0.0,33.33333333333333,33.33333333333333,100.0,0.48775699164207315,49.55,C
PENIND.NS,23,6,17,0,23,26.08695652173913,-0.2738392058939632,-0.2738392058939632,6.608695652173913,15.0,9.0,2.9411764705882355,16.666666666666664,50.0,83.33333333333334,-0.0414361956286918,49.51,C
SIYSIL.NS,8,2,6,0,8,25.0,-3.2143408128311095,-3.2143408128311095,9.375,1.0,1.0,12.166666666666666,100.0,100.0,100.0,-0.3428630200353183,49.48,C
EIDPARRY.NS,12,3,9,0,12,25.0,-1.7380891238575644,-1.7380891238575644,11.833333333333334,15.666666666666666,0.0,9.777777777777779,66.66666666666666,66.66666666666666,66.66666666666666,-0.1468807710302167,49.45,C
MIRZAINT.NS,9,2,7,0,9,22.22222222222222,-2.530471314082484,-2.530471314082484,1.5555555555555556,0.0,0.0,1.0,100.0,100.0,100.0,-1.6267315590530254,49.44,C
ZYDUSWELL.NS,7,1,4,2,5,20.0,-1.9556351798892704,-1.9556351798892704,20.857142857142858,0.0,0.0,5.0,100.0,100.0,100.0,-0.09376333054263625,49.44,C
CSLFINANCE.NS,10,2,8,0,10,20.0,-2.6169891477042113,-2.6169891477042113,3.0,4.0,4.0,1.875,50.0,100.0,100.0,-0.8723297159014037,49.41,C
UMIYA-MRO.NS,12,3,9,0,12,25.0,-3.918782781412812,-3.918782781412812,5.75,0.3333333333333333,0.0,6.888888888888889,100.0,100.0,100.0,-0.6815274402457064,49.38,C
IIFL.NS,12,4,8,0,12,33.33333333333333,-2.534934458755416,-2.534934458755416,9.75,14.25,7.5,6.875,50.0,75.0,75.0,-0.25999327782106835,49.37,C
